990182545,0,0,0
990011440,0,0,0
990086500,0,0,0
990032870,0,0,1
990184455,1,0,0
990181395,0,0,0
990144940,0,0,1
990163645,0,0,0
990227075,0,0,0
990246230,0,0,0
990091045,0,0,0
990045470,0,0,0
990171395,0,0,0
990133905,0,0,0
990199640,0,0,0
990041255,0,0,0
990055535,0,0,0
990118725,0,0,0
990006230,0,0,0
990029195,0,0,0
990085690,0,0,0
990037030,0,0,0
990109670,0,0,0
990056740,0,0,0
990250220,0,0,0
990147810,0,0,0
990091910,0,0,0
990193795,0,0,0
990018250,0,0,0
990164980,0,0,0
990172020,0,0,0
990089460,0,0,0
990052765,0,0,0
990156850,0,0,0
990031865,0,0,0
990048305,0,0,0
990184205,0,0,0
990057395,0,0,0
990081880,0,0,0
990087155,0,0,0
990236540,0,0,0
990239570,0,0,0
990077775,0,0,0
990006060,0,0,0
990084990,0,0,0
990124435,0,0,0
990103200,0,0,0
990228870,0,0,0
990101465,0,0,0
990206490,0,0,0
990046300,0,0,0
990076560,0,0,0
990060480,0,0,0
990210900,0,0,0
990117640,0,0,0
990075020,0,0,0
990109730,0,0,0
990218555,0,0,0
990146630,0,0,0
990092805,0,0,0
990234345,0,0,0
990139535,0,0,0
990010915,0,0,0
990045985,0,0,0
990090845,0,0,0
990061165,0,0,0
990124355,0,0,0
990174800,0,0,0
990130415,0,0,0
990245090,0,0,0
990111130,0,0,0
990107375,0,0,0
990206670,0,0,0
990151125,0,0,0
990207660,0,0,0
990069895,0,0,0
990241435,0,0,0
990189495,0,0,0
990063830,0,0,0
990206505,0,0,0
990198690,0,0,0
990049885,0,0,0
990125095,0,0,0
990231365,0,0,0
990018245,0,0,0
990200930,0,0,0
990126190,0,0,0
990146135,0,0,0
990007620,0,0,0
990186975,0,0,0
990128280,0,0,0
990124275,0,0,0
990102335,1,0,0
990209355,0,0,0
990045765,0,0,0
990182750,0,0,0
990137000,0,0,0
990237560,0,0,0
990028015,0,0,0
990109430,0,0,0
990121790,0,0,0
990054800,0,0,0
990101850,0,0,0
990232410,0,0,0
990039780,0,0,0
990065125,0,0,0
990196955,0,0,0
990061580,0,0,0
990242945,0,0,0
990201675,0,0,0
990086890,0,0,0
